,wisdom,eg
828,소문난 잔치에 먹을 것 없다,그래서 '소문난 잔치에 먹을 것 없다'는 속담처럼 주포의 대결은 찾아보기 힘들었다.
829,소문난 잔치에 먹을 것 없다,"공모주 5만株 신청해봐야 고작 33주 손에 넣어… ""소문난 잔치에 먹을 게 없다?"""
830,소문난 잔치에 먹을 것 없다,"이 나이트클럽에는 소문을 듣고 몰려온 취재진과 일반인들로 북새통을 이뤘으나 하나같이 ""소문난 잔치에 먹을 것 없다""며 발길을 돌렸다."
831,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 게 없다는 속담이 있다.
832,소문난 잔치에 먹을 것 없다,하지만 '소문난 잔치 먹을 것 없다'고 했던가.
833,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없는 격이었다.
834,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 게 없다'는 말처럼 대부분의 행사가 참석자들 위주로 돼 있다.
835,소문난 잔치에 먹을 것 없다,"또 이날 EBS 수능 사이트에 새로운 강의내용이 너무 적게 올려져, 학생들로부터 '소문난 잔치에 먹을 게 없다'는 불만도 샀다."
836,소문난 잔치에 먹을 것 없다,"며칠 후로 다가온 17대 총선이 우리정치의 커다란 전환점이 되리라는 예감은 우리 모두 갖고 있다.하지만 정작 선거운동의 막바지를 지배하고 있는 것은 단지 거대야당 심판론 대 거대여당 경계론뿐이다.소문난 잔치에 먹을 것이 없다는 속담처럼, 이번 선거는 중대한 역사적인 의미에도 불구하고 뜨거운 쟁점 없이 수다만 떠는 미국 코미디를 닮아서 사인펠드 선거가 되어가고 있다."
837,소문난 잔치에 먹을 것 없다,"20자평:스쿠비의 '소문난 잔치', 먹을 게 없다?(동아일보 영화팀)"
838,소문난 잔치에 먹을 것 없다,"""소문난 잔치에 먹을 게 없다""는 것이다."
839,소문난 잔치에 먹을 것 없다,극적 리듬이 지나치게 느린 게 치명적 흠. 소문난 잔치에 먹을 것 없는 사례랄까.
840,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없다더니 '분신사바'(8월 5일 개봉)가 딱 그 짝이다.
841,소문난 잔치에 먹을 것 없다,연극 리뷰 '남자충동' : 소문난 잔치에 먹을 게 없다고 ?
842,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 건 없었다.
843,소문난 잔치에 먹을 것 없다,그러나 소문난 잔치에 먹을 것 없다고 결과는 15회 무승부. 이노키는 경기 내내 드러누운 채 로우 킥만 연발했고 알리는 핵펀치 한번 날려보지조차 못한 채 발차기 선수로 변신해야 했다.
844,소문난 잔치에 먹을 것 없다,애니콜프로농구 4강플레이오프에서 마주친 이들의 맞대결 앞에선 '소문난 잔치에 먹을 것 없다'는 말이 무색했다.
845,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없다' 는 속담처럼 미국 금리 인하는 증시에 별다른 영향을 끼치지 못했다.
846,소문난 잔치에 먹을 것 없다,"""약국지도가 바뀌고 있다/가끔 부끄러운 순간이 있다/어린이날엔 공원에 가지 말자/여성들만 외모에 집착한다고 생각하면 벌써 구식이다/우리 아이 영재 맞나요/베이징의 5월은 유달리 인파로 북적인다/베트남이 가깝게 다가오고 있다/ '소문난 잔치에 먹을 것 없다' 는 속담처럼 미국 금리 인하는 증시에 별다른 영향을 끼치지 못했다"""
847,소문난 잔치에 먹을 것 없다,"권 대변인은 또 ""소문난 잔치에 먹을 것 없다더니 그동안 민주당 내에서 제기된 법무부장관 인선파동 책임론과 정풍 문제가 아무런 결론 없이 끝났다""며 ""책임론은 꼬리를 내리고 정풍이 허풍(虛風)으로 된 데 대해 온 국민이 허탈해할 것""이라고 말했다."
848,소문난 잔치에 먹을 것 없다,하지만 이 작품은 화려한 스타들의 이름 값에도 불구하고 먹을 게 별로 없는 '소문난 잔치'로 끝난다.
849,소문난 잔치에 먹을 것 없다,소문난 잔치 먹을것 없네
850,소문난 잔치에 먹을 것 없다,"하지만 소문난 잔치에 먹을 것 없다고, 풍성한 메뉴에 비해 '잘 된' '볼 만한' 오페라는 몇 편에 불과하다."
851,소문난 잔치에 먹을 것 없다,요즘 증시를 들여다보면 '소문난 잔치에 먹을 것 없다'는 속담이 생각난다.
852,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없다'는 개막전 징크스가 나오기 시작한 것은 1966년 잉글랜드 대회부터다.
853,소문난 잔치에 먹을 것 없다,'소문난 잔치 먹을 것이 없다'는 한국 속담이 그것을 잘 반영하고 있다.
854,소문난 잔치에 먹을 것 없다,그러나 '소문난 잔치 먹을 것 없다'는 속설도 있듯이 이 초호화판 드라마가 과연 성공할지는 두고 볼 일이다.
855,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없다?
856,소문난 잔치에 먹을 것 없다,"장순복 대륙항공여행사 사장은 ""소문난 잔치에 먹을 것이 없다는 말이 있듯이 큰 행사에는오히려 불경기가 되는 일이 종종 있다""며 ""이번 대회에 해외 관광객을 전문으로 영업하는 업체는 큰 불황""이라고 말했다."
857,소문난 잔치에 먹을 것 없다,"앞으로 ""소문난 잔치, 먹을 것 없다""는 이야기가 다시 나온다면 공공기관 개혁은 사실상 물 건너간 것이다."
858,소문난 잔치에 먹을 것 없다,하지만 '소문난 잔치에 먹을 것 없다'고 했던가.
859,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것이 없다'라는 옛 속담이 문득 들면서 돌아오는 길에 우연히 들른 광화문 어느 빌딩 로비에서 전시회를 하는 신예작가의 작업에서 오히려 더 많은 감흥을 담아온 날이었다.
860,소문난 잔치에 먹을 것 없다,소문난 잔치에는 먹을 게 없다는 말이 딱 들어 맞는다.
861,소문난 잔치에 먹을 것 없다,하지만 소문난 잔치 먹을 것 없는 전형적 예로 귀결되었다.
862,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없는 것도 문제지만 잘 차린 잔치가 소문이 안 나는 바람에 음식들이 버려진다면 그것도 문제다.
863,소문난 잔치에 먹을 것 없다,역시 소문난 잔치엔 먹을 것이 없었다.
864,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 거 없다'는 옛말이 맞는 걸까.
865,소문난 잔치에 먹을 것 없다,"[시론] 소문난 잔치, 먹을 것 없었다"
866,소문난 잔치에 먹을 것 없다,"""소문난 잔치에 먹을 것 없다."""
867,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없다'고 하지만 생각보다 유용한 장볼 거리가 많았다.
868,소문난 잔치에 먹을 것 없다,그러나 소문난 잔치에 먹을 것은 없었다.
869,소문난 잔치에 먹을 것 없다,"김세종 중소기업연구원 연구조정실장도 ""소문난 잔치에 먹을 것이 없다""며 ""은행의 자율적인 자금 지원을 담보할 수 있는 구체적인 방안이 없어 실효성이 의심스럽다""고 말했다."
870,소문난 잔치에 먹을 것 없다,"종합계획안 확정에 앞서 각 지자체는 지역발전을 위해 건의와 요구를 하고 있으나, 정부 지원이 '소문난 잔치에 먹을 것 없는'으로 끝날 가능성도 없지는 않다."
871,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없다'라는 말처럼 경기 종료 1분 전까지만 해도 양 팀 모두 승리보다는 지지 않는 경기를 하려는 듯 공격에 별로 적극적이지 않았다.
872,소문난 잔치에 먹을 것 없다,그러나 영화는 '소문난 잔치에 먹을 것 없다'는 경구를 확인시켜준다.
873,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없었다고 할 일이 아니다.
874,소문난 잔치에 먹을 것 없다,"◆소문난 잔치, 먹을 것 없다"
875,소문난 잔치에 먹을 것 없다,이렇게 찬찬히 따져 보면 이야기만 무성하지 '소문난 잔치에 먹을 것 없는' 형국이다.
876,소문난 잔치에 먹을 것 없다,"제작비 430억여원이 투입돼 3년여에 걸쳐 제작된 김종학·송지나 콤비의 판타지 사극 '태왕사신기'. 수차례 방송 일정이 연기되고, 제작 과정의 잡음과 관련된 루머가 이어지며 '소문난 잔치에 먹을 것 없다'는 싸늘한 시선을 받았다."
877,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없다는 속담이 증시에도 딱 들어맞는 것 같다.
878,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없었다'는 것이었다.
879,소문난 잔치에 먹을 것 없다,괜히 소문난 잔치에 먹을 거 없다는 말 나오는 건 아닐지 걱정입니다.
880,소문난 잔치에 먹을 것 없다,"소문난 잔치에 먹을 것이 없듯이, 시장은 많은 사람들이 예측하는 방향과는 반대로 가는 경향이 많았음을 유념하자."
881,소문난 잔치에 먹을 것 없다,이번 중국과 인도의 만남에서는 획기적인 경협 방안이 나오지 않아 '먹을 것 없는 소문난 잔치'라는 평가도 나왔다.
882,소문난 잔치에 먹을 것 없다,"그러나 '소문난 잔치에 먹을 것 없다'고, '진짜 사람 이야기'는 찾아보기 어려운 게 요즘이다."
883,소문난 잔치에 먹을 것 없다,《국내 증시의 대표적 인수합병(M&A) 재료였던 미국계 헤지펀드 '아이칸 연합'의 KT&G에 대한 M&A설(說)은 '소문난 잔치에 먹을 것 없다'는 옛말을 여실히 입증했다.
884,소문난 잔치에 먹을 것 없다,"그동안 '먹을 것 없는 소문난 잔치'에 머물렀던 두 팀이 선수보강을 계기로 도약할지, 컵대회 중반기의 관전 포인트다."
885,소문난 잔치에 먹을 것 없다,"소문난 잔치 먹을 것 없듯이, 내놓고 하는 민생투어만으로는 민생에 도움이 되지 않음이다."
886,소문난 잔치에 먹을 것 없다,"그러나 그라운드에서 지루한 공방이 이어져 ""소문난 잔치 먹을 것 없다""는 평이 나오기도 했다."
887,소문난 잔치에 먹을 것 없다,"""소문난 잔치에 먹을 것 없다""고 했던가."
888,소문난 잔치에 먹을 것 없다,"박합수 부동산팀장도 ""정부 대책과 금융감독 당국의 주택담보 대출 억제책까지 겹쳐 상당한 파급효과를 낼 것""이라고 전망했고, 박영선 피비전담 세무사는 ""'소문난 잔치에 먹을 것 없다'는 말이 이번에는 해당되지 않을 정도로 강력한 부동산 대책""이라고 말했다."
889,소문난 잔치에 먹을 것 없다,12년 만의 만남으로 기대를 모았던 남북 축구대표팀의 경기는 '소문난 잔치에 먹을 것 없다'는 속담만 확인시켜줬다.
890,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것은 없었다.
891,소문난 잔치에 먹을 것 없다,낫지만 '소문난 잔치에 먹을 것 없기'는 마찬가지였다.
892,소문난 잔치에 먹을 것 없다,하지만 막상 전시의 뒤끝에 떠오르는 건 소문난 잔치 먹을 것 없다는 속담이었다.
893,소문난 잔치에 먹을 것 없다,"""소문난 잔치에 먹을 것이 없다""는 속담처럼 이번 발표에는 그동안 제기되었던 각종 의혹 외에 추가로 새로운 사실이 밝혀진 것은 별로 없다."
894,소문난 잔치에 먹을 것 없다,"'소문난 잔치에 먹을 것 없다'는 옛 말, 올 여름에는 잊자."
895,소문난 잔치에 먹을 것 없다,최근 김수현·김정수 작가의 맞대결로 출발부터 화제를 낳았던 주말극 '부모님 전상서'(KBS2)와 '한강수타령'(MBC)은 '소문난 잔치 먹을 것 없다'는 속담을 보기 좋게 비웃었다.
896,소문난 잔치에 먹을 것 없다,"15일 '소문난 잔치에 먹을 것 없다'는 속담 그대로 마무리된 러시아 유전개발 의혹 특검은 한나라당과 민주당, 민주노동당, 자민련 등 야4당이 공동발의한 특검법안이 지난 6월30일 국회 본회의를 통과함에 따라 시작됐다."
897,소문난 잔치에 먹을 것 없다,"소문난 잔치에 먹을 것 없다고, 헬리콥터 소리 요란히 울리며 성남아트센터 무대에 오른 〈미스사이공〉은 젊은 배우들의 가창력 외에는 별다른 특장도 없이 불쾌지수만 높이는 작품이었다."
898,원숭이도 나무에서 떨어진다,"원숭이가 나무에서 떨어진 게 아니라 오를 수 없는 나무를 오르려 했던 것은 아닌지 돌이켜보라""며 박 원내대표에게 직격탄을 날렸다."
899,원숭이도 나무에서 떨어진다,"강봉균 의원은 ""원숭이가 타서는 안 될 나무(영수회담)를 타려다 떨어졌다""고 했다."
900,원숭이도 나무에서 떨어진다,"사마의조차 ""공명이 그런 사람을 쓰다니 원숭이도 나무에서 떨어질 때가 있구나""라며 크게 웃었다."
901,원숭이도 나무에서 떨어진다,"그래서 ""원숭이도 나무에서 떨어질 때가 있다""는 속담도 생겼다."
902,원숭이도 나무에서 떨어진다,<114> Even monkeys fal l from the tree. 원숭이도 나무에서 떨어질 때가 있다.
903,원숭이도 나무에서 떨어진다,사활(死活)에 관한 한 이세돌 9단도 인정하는 박정환 9단인데 원숭이가 그만 나무에서 떨어졌다.
904,원숭이도 나무에서 떨어진다,"그는 당선 소감에서도 ""원숭이는 나무에서 떨어지면 원숭이지만, 사람은 선거에서 떨어지면 사람도 아니다""라며 ""지난 4년간은 좌절과 고통의 연속이었다""고 말했다."
905,원숭이도 나무에서 떨어진다,호랑이(Tiger Woods를 가리킴)도 나무에서 떨어질 때가 있지. A: 그 변형(속담을 약간 변형하여 원숭이 대신 호랑이를 쓴 것) 재미있다.
906,원숭이도 나무에서 떨어진다,원숭이가 나무에서 떨어진 까닭은 두 가지였다.
907,원숭이도 나무에서 떨어진다,긴팔원숭이가 풀썩 큰 소리를 내며 제법 떨어진 나무로 뛰어내린다.
908,원숭이도 나무에서 떨어진다,"옛날 디제이가 자주 하던 말대로, 원숭이는 나무에서 떨어져도 원숭이지만, 국회의원이 선거에서 떨어지면 사람도 아니다."
909,원숭이도 나무에서 떨어진다,하지만 원숭이도 나무에서 떨어질 때가 있다던가.
910,원숭이도 나무에서 떨어진다,"'원숭이는 나무에서 떨어져도 원숭이지만, 국회의원은 선거에서 떨어지면 사람도 아니다.'"
911,원숭이도 나무에서 떨어진다,"오노 반보쿠(大野伴睦)라는 일본 정치인의 말처럼 '원숭이는 나무에서 떨어져도 원숭이지만, 국회의원은 선거에서 떨어지면 그냥 사람일 뿐'이다."
912,원숭이도 나무에서 떨어진다,"사람들은 암 전문의가 암 걸렸으니, 원숭이가 나무에서 떨어졌다고 했다."
913,원숭이도 나무에서 떨어진다,"지혜로운 속담에서 지적했다시피, 물론 원숭이가 아예 나무에서 떨어지는 경우도 있다."
914,원숭이도 나무에서 떨어진다,원숭이도 때론 나무에서 떨어지는 법이다.
915,원숭이도 나무에서 떨어진다,원숭이가 나무에서 떨어지듯 빗나간 예측도 많았다.
916,원숭이도 나무에서 떨어진다,새끼 원숭이는 곧잘 나무에서 떨어진다.
917,원숭이도 나무에서 떨어진다,3회 연속 올림픽 금메달리스트인 그 선수도 이번 경기에서는 실수를 하더라.
918,원숭이도 나무에서 떨어진다,"의사인 자신의 대장암을 진행된 상태에서 발견했으니…, 원숭이가 나무에서 떨어진 격이다."
919,원숭이도 나무에서 떨어진다,원숭이도 나무에서 떨어질 때가 있다.
920,원숭이도 나무에서 떨어진다,"그는 당선 일성으로 ""원숭이는 나무에서 떨어지면 원숭이지만 사람은 선거에서 떨어지면 사람도 아니었다""며 낙선 이후 지난 4년 동안의 소회를 털어놨다."
921,원숭이도 나무에서 떨어진다,"[Foreign Book Review] 원숭이도 나무에서 떨어질 때가… '거인'의 실수를 막는 법;Think Again - Sydney Finkelstein, Jo Whitehead, Andrew Campbell"
922,원숭이도 나무에서 떨어진다,원숭이는 나무에서 떨어져도 원숭이지만 우리나라에서 기업인은 한번 실패하면 사람도 아니다.
923,원숭이도 나무에서 떨어진다,'원숭이는 나무에서 떨어져도 원숭이지만 정치인은 선거에서 떨어지면 사람도 아니다.'
924,원숭이도 나무에서 떨어진다,"나무에서두…, 원숭이 떨어진다? 일취월장? 뜻이요?"
925,원숭이도 나무에서 떨어진다,'원숭이도 나무에서 떨어진다'던가.
926,원숭이도 나무에서 떨어진다,"▷ ""원숭이는 나무에서 떨어져도 원숭이지만, 기업인들은 회사가 망하면 사람도 아니다."
927,원숭이도 나무에서 떨어진다,사람이 나무에 오르면 떨어질까봐 무서워하지만 원숭이는 나무에 매달려 지내는 것이 편해 보인다.
928,원숭이도 나무에서 떨어진다,"하지만, 원숭이도 나무에서 떨어질 때가 있는 법. 지난 2월 이른바 '일장춘몽' 사건은 그로선 ""돌이키고 싶지 않은 기억""이다."
929,원숭이도 나무에서 떨어진다,"'원숭이야 나무에서 떨어져도 원숭이지만,국회의원 떨어지면 사람도 아니다'고 않던가."
930,원숭이도 나무에서 떨어진다,하지만 원숭이도 나무에서 떨어지는 법. 처음 염색을 하다보면 멋쟁이도 실수를 한다.
931,원숭이도 나무에서 떨어진다,"국회의원 13선. 간사장 시절에는 총선에서 낙선한 의원들을 모아놓고 ""원숭이는 나무에서 떨어져도 원숭이지만 국회의원은 떨어지면 그냥 보통사람일 뿐이다."
932,원숭이도 나무에서 떨어진다,"▷ ""원숭이도 나무에서 떨어진다는 말이 바로 이럴 때 쓰는 것 같다."""
933,원숭이도 나무에서 떨어진다,그야말로 원숭이가 나무에서 떨어진 격이었다.
934,원숭이도 나무에서 떨어진다,원숭이도 나무에서 떨어진다더니 '쌕쌕이' 김민호가 제 꾀에 걸리고 말았다.
935,원숭이도 나무에서 떨어진다,원숭이들이 나무에서 떨어진 꼴입니다.
936,원숭이도 나무에서 떨어진다,"""원숭이가 나무에서 떨어지면 그대로 원숭이지만 국회의원이 선거에서 떨어지면 사람도 아니다."""
937,원숭이도 나무에서 떨어진다,"진념(陳稔) 전 경제부총리는 이날 오찬 연설에서 ""일본과 한국에서는 원숭이가 나무에서 떨어져도 원숭이지만 사람이 선거에서 떨어지면 사람 취급을 못 받는다고들 한다""며 ""그런 보잘 것 없는 저를 포럼에 초청해줘 영광""이라고 말했다."
938,원숭이도 나무에서 떨어진다,"원숭이는 나무에서 떨어져도 원숭이지만, 고시생은 시험에서 떨어지면 보통 사람의 삶도 살 수 없다."
939,원숭이도 나무에서 떨어진다,'원숭이도 나무에서 떨어진다'던가.
940,원숭이도 나무에서 떨어진다,원숭이가 나무에서 떨어진 것일까?
941,원숭이도 나무에서 떨어진다,그러나 원숭이도 나무에서 떨어진다는 말처럼 김 감독에게도 승리는 영원하지 않았다.
942,원숭이도 나무에서 떨어진다,그가 제일 좋아하는 묘기는 '날아다니는' 공중 재주. 원숭이도 나무에서 떨어진다는데 사람인들 실수가 없을까.
943,원숭이도 나무에서 떨어진다,"조흥은행 서춘수 재테크 팀장은 ""부동산 투자 고수라는 큰손들도 오피스텔에 의외로 많이 물려 있는데 원숭이가 나무에 떨어진 격이라는 말도 나온다""고 말했다."
944,원숭이도 나무에서 떨어진다,원숭이도 나무에서 떨어질 때가 있다고 했던가.
945,원숭이도 나무에서 떨어진다,원숭이도 나무에서 떨어질 때가 있다.
946,원숭이도 나무에서 떨어진다,그러나 원숭이도 나무에서 떨어진다는 말처럼 김 감독에게도 승리는 영원하지 않았다.
947,원숭이도 나무에서 떨어진다,"원숭이와 관련된 속담은 ""원숭이 낯짝 같다""(술을 많이 마셔 얼굴이 붉게 된 사람을 두고 하는 말) ""원숭이 잔치다""(먹을 것도 없이 부산하기만 하다는 뜻) ""원숭이도 나무에서 떨어질 때가 있다"""
948,원숭이도 나무에서 떨어진다,원숭이가 나무에서 떨어졌다.
949,원숭이도 나무에서 떨어진다,원숭이가 나무에서 떨어졌으니 어디 가서 말도 못했죠.
950,원숭이도 나무에서 떨어진다,"임태희 여의도연구소장은 ""제발 대통령이 이성을 찾기를 바란다""며 ""바둑판에서 묘수는 세 번 통하지 않고, 원숭이가 나무에서 떨어지듯 정치 10단도 정치로 망할 수 있다는 진리를 깨달아야 할 것""이라고 말했다."
951,원숭이도 나무에서 떨어진다,"그는 곧바로 익살스러운 표정에 과장된 제스추어를 섞어가며 ""원숭이도 나무에서 떨어지네""라고 크게 떠벌여 갤러리들의 환호와 박수를 받았다."
952,원숭이도 나무에서 떨어진다,원숭이가 나무에서 떨어진다는 속담도 있다.
953,원숭이도 나무에서 떨어진다,'원숭이는 나무에서 떨어져도 원숭이지만 정치인은 선거에서 떨어지면 사람도 아니다.'
954,원숭이도 나무에서 떨어진다,원숭이도 나무에서 떨어질 때가 있었다.
955,원숭이도 나무에서 떨어진다,원숭이도 나무에서 떨어지는 때가 있다고 선수임을 자부했던 성현이에게도 운명의 날이 찾아왔다.
956,원숭이도 나무에서 떨어진다,원숭이 인기는 /나무에서 떨어지지않죠
957,원숭이도 나무에서 떨어진다,나무에서 떨어진 원숭이;'투자의 귀재' 버핏 연금투자수익률 꼴찌
958,핑계 없는 무덤 없다,두 살배기 동생을 괴롭힌 것에도 정당한 이유가 있다는 말이니?
959,핑계 없는 무덤 없다,핑계 없는 무덤이 없으니까.
960,핑계 없는 무덤 없다,"핑계 없는 무덤 없다고, 속사정을 들여다보면 이유는 있다."
961,핑계 없는 무덤 없다,경성제국대학은 물론 외국문학과도 무관한 내가 굳이 이 염천에 그의 무덤에까지 찾아간 이유를 잘 설명할 수 없소. 졸저 (2009) 때문이었다면 그런 것은 한갓 핑계에 지나지 않는 것.
962,핑계 없는 무덤 없다,"핑계 없는 무덤은 없다고, 자신의 독재에는 정의로운 명분이 있다고도 떠들어댄다."
963,핑계 없는 무덤 없다,'핑계 없는 무덤 없다'는 속담이 있다.
964,핑계 없는 무덤 없다,"""핑계 없는 무덤 없다""고도 하니까요."
965,핑계 없는 무덤 없다,'핑계 없는 무덤이 없다'던가.
966,핑계 없는 무덤 없다,그러나 '핑계없는 무덤 없다'는 속담처럼 해명도 가지가지여서 이들의 말대로라면 이유 없고 억울하지 않은 전과가 없었다.
967,핑계 없는 무덤 없다,'핑계 없는 무덤 없다'는 속담은 서양 옛 그림과 조각을 즐기려는 이들에겐 두고두고 곱씹어야 할 관용어다.
968,핑계 없는 무덤 없다,세상에 핑계 없는 무덤이 어디 있겄어. 괜히 말도 안 되는 궤변 늘어놓고 억지 부리지 말라구. 그런 얘기 하려면 아예 그만두라구. 골치 아프니까.
969,핑계 없는 무덤 없다,그러나 핑계 없는 무덤 없듯이 핑계 없는 범죄가 어디 있겠습니까?
970,핑계 없는 무덤 없다,핑계 없는 무덤 없다고 몇 초 몇 분의 시간핑계를 대며 억울하다고 호소한다.
971,핑계 없는 무덤 없다,주택은 부족하고 기술수준은 낮아 건축법을 지키기 힘들다지만 세상에 핑계 없는 무덤은 없다.
972,핑계 없는 무덤 없다,"'핑계 없는 무덤은 없다'는 말. 무릇 인생이란 핑계로 가득 차 있으며, 거기에는 별로 예외가 없다는 것."
973,핑계 없는 무덤 없다,나의 소원은 첫째도 둘째도 셋째도 '핑계 없는 무덤이 되고 싶다'는 것이다.
974,핑계 없는 무덤 없다,'핑계 없는 무덤이 없다'는 속담처럼 한국의 진보를 자처하는 세력이 북한 인권에 침묵하는 데에는 몇 가지 방어논리가 있다.
975,핑계 없는 무덤 없다,'핑계 없는 무덤은 없다'는 말도 있지 않은가.
976,핑계 없는 무덤 없다,최근 한 달 간 서울행정법원에 접수된 자동차운전면허 취소처분 취소청구 소장을 통해 이 시대 주당(酒黨)들의 '핑계없는 무덤'을 들여다본다.
977,핑계 없는 무덤 없다,핑계 없는 무덤 있나.
978,핑계 없는 무덤 없다,"'핑계 없는 무덤' 없다고, 규제를 만들 때는 나름대로 이유가 있겠지만 '기업하기 좋은 여건 만들기'는 아니다."
979,핑계 없는 무덤 없다,핑계 없는 무덤 없다지만….
980,핑계 없는 무덤 없다,'핑계 없는 무덤 없다?'
981,핑계 없는 무덤 없다,"""변명하지 마. 옛부터 '핑계 없는 무덤 없다'고 했어."""
982,핑계 없는 무덤 없다,'어떤 날엔 눈만 감아도 석 자 코가 썩썩 잘려 나갔다 무심코 돌다리를 두드렸다가 핑계 없는 무덤에 매장되기도 했다
983,핑계 없는 무덤 없다,훗날 나는 참으로 핑계 없는 무덤이 되고 싶다.
